"votacao_id","partido_id","nome","opcao","percentual"
14126,6,"PRB","SIM","1"
14126,13,"PROS","SIM","1"
14126,36,"PRP","SIM","1"
14126,11,"PSB","NAO","0.0526315789473684"
14126,11,"PSB","SIM","0.947368421052632"
14126,22,"PSC","SIM","1"
14126,10,"PSD","SIM","1"
14126,5,"PSDB","NAO","0.032258064516129"
14126,5,"PSDB","SIM","0.967741935483871"
14126,17,"PSOL","SIM","1"
14126,4,"PT","SIM","1"
14126,3,"PTB","SIM","1"
14126,41,"PTdoB","SIM","1"
14126,1,"PV","SIM","1"
14126,38,"SD","NAO","0.0769230769230769"
14126,38,"SD","SIM","0.923076923076923"
14127,12,"DEM","SIM","1"
14127,15,"PCdoB","SIM","1"
14127,9,"PDT","SIM","1"
14127,7,"PMDB","SIM","1"
14127,32,"PMN","SIM","1"
14127,14,"PP","SIM","1"
14127,8,"PPS","SIM","1"
14127,2,"PR","SIM","1"
14127,6,"PRB","SIM","1"
14127,13,"PROS","SIM","1"
14127,36,"PRP","SIM","1"
14127,11,"PSB","SIM","1"
14127,22,"PSC","SIM","1"
14127,10,"PSD","SIM","1"
14127,5,"PSDB","SIM","1"
14127,17,"PSOL","SIM","1"
14127,4,"PT","NAO","0.0338983050847458"
14127,4,"PT","SIM","0.966101694915254"
14127,3,"PTB","SIM","1"
14127,41,"PTdoB","SIM","1"
14127,1,"PV","SIM","1"
14127,38,"SD","SIM","1"
14130,12,"DEM","SIM","1"
14130,15,"PCdoB","SIM","1"
14130,9,"PDT","SIM","1"
14130,7,"PMDB","SIM","1"
14130,32,"PMN","SIM","1"
14130,14,"PP","SIM","1"
14130,8,"PPS","SIM","1"
14130,2,"PR","SIM","1"
14130,6,"PRB","SIM","1"
14130,13,"PROS","SIM","1"
14130,36,"PRP","SIM","1"
14130,11,"PSB","SIM","1"
14130,22,"PSC","SIM","1"
14130,10,"PSD","SIM","1"
14130,5,"PSDB","NAO","0.0357142857142857"
14130,5,"PSDB","SIM","0.964285714285714"
14130,46,"PSDC","SIM","1"
14130,17,"PSOL","SIM","1"
14130,4,"PT","SIM","1"
14130,3,"PTB","SIM","1"
14130,41,"PTdoB","SIM","1"
14130,1,"PV","SIM","1"
14130,38,"SD","SIM","1"
14131,15,"PCdoB","NAO","1"
14131,7,"PMDB","NAO","1"
14131,13,"PROS","NAO","1"
14131,5,"PSDB","SIM","1"
14131,17,"PSOL","NAO","1"
14131,4,"PT","NAO","1"
14131,38,"SD","SIM","1"
14132,12,"DEM","SIM","1"
14132,15,"PCdoB","SIM","1"
14132,9,"PDT","SIM","1"
14132,7,"PMDB","SIM","1"
14132,32,"PMN","SIM","1"
14132,14,"PP","SIM","1"
14132,8,"PPS","SIM","1"
14132,2,"PR","SIM","1"
14132,6,"PRB","SIM","1"
14132,13,"PROS","SIM","1"
14132,36,"PRP","SIM","1"
14132,11,"PSB","SIM","1"
14132,22,"PSC","SIM","1"
14132,10,"PSD","SIM","1"
14132,5,"PSDB","SIM","1"
14132,46,"PSDC","SIM","1"
14132,17,"PSOL","SIM","1"
14132,4,"PT","SIM","1"
14132,3,"PTB","SIM","1"
14132,41,"PTdoB","SIM","1"
14132,1,"PV","SIM","1"
14132,38,"SD","SIM","1"
14133,12,"DEM","SIM","1"
14133,15,"PCdoB","SIM","1"
14133,9,"PDT","SIM","1"
14133,7,"PMDB","SIM","1"
14133,32,"PMN","SIM","1"
14133,14,"PP","SIM","1"
14133,8,"PPS","SIM","1"
14133,2,"PR","SIM","1"
14133,6,"PRB","SIM","1"
14133,13,"PROS","SIM","1"
14133,36,"PRP","SIM","1"
14133,11,"PSB","SIM","1"
14133,22,"PSC","SIM","1"
14133,10,"PSD","SIM","1"
14133,5,"PSDB","NAO","0.0294117647058824"
14133,5,"PSDB","SIM","0.970588235294118"
14133,46,"PSDC","SIM","1"
14133,17,"PSOL","SIM","1"
14133,4,"PT","SIM","1"
14133,3,"PTB","SIM","1"
14133,41,"PTdoB","SIM","1"
14133,1,"PV","SIM","1"
14133,38,"SD","NAO","0.0714285714285714"
14133,38,"SD","SIM","0.928571428571429"
14134,12,"DEM","SIM","1"
14134,15,"PCdoB","NAO","0.7"
